age,annual_income,employment_years,monthly_expenses,savings_balance,credit_score,active_loans,delayed_payments,total_debt,loan_amount,loan_purpose,residence_type,dependents,debt_to_income,loan_to_income,expense_to_income,savings_to_loan_ratio,target_risk_class
64,56370,40,1777,2934,393,5,0,256055,304331,Business,Owned,1,4.542317858473329,5.398715651664864,0.3782796118571606,0.009640787035211545,Fraud Suspected
19,143615,1,5256,14924,324,3,0,170730,130793,Education,Owned,1,1.1887951203208555,0.9107132909982175,0.4391711229946524,0.11410309341407099,Fraud Suspected
18,86969,0,2532,13348,770,2,1,20288,338241,Personal,Mortgaged,4,0.2332758422444521,3.8891686788547775,0.3493618489134184,0.03946286977962524,Medium Risk
61,72817,40,2667,10647,698,3,0,32931,369394,Business,Mortgaged,0,0.4522370842374138,5.072839133181356,0.43950671537257274,0.02882280485658983,Medium Risk
73,78666,40,2439,11841,534,4,0,58860,291268,Auto,Owned,3,0.7482171685713196,3.7025436332896895,0.3720492709776653,0.04065314194095492,High Risk
48,136752,27,2602,10385,760,0,0,0,19371,Debt Consolidation,Mortgaged,0,0.0,0.14164954333725768,0.22832405870437944,0.5360830064009912,Low Risk
42,133390,23,8079,10326,591,3,0,15453,334222,Home,Owned,3,0.11584739600122947,2.5055813360721486,0.7267956608766708,0.030895539804262424,Medium Risk
27,26798,7,1680,21300,512,2,0,113872,195331,Education,Mortgaged,2,4.249113772901974,7.2887421172431806,0.7522668756296876,0.10904511293592448,High Risk
60,61052,40,1819,33729,600,3,0,88080,33365,Auto,Owned,0,1.4426809493390989,0.5464923918562561,0.3575254287258611,1.0108793382485164,High Risk
23,43209,5,980,10728,736,1,0,14542,483560,Debt Consolidation,Rented,0,0.3365424670215228,11.190928025919925,0.27215922240222173,0.02218541197491113,Low Risk
31,143692,9,3668,8685,827,2,2,110292,338962,Business,Owned,2,0.7675530471212934,2.358931889514451,0.30631972329897766,0.0256222655570077,High Risk
71,139674,40,4584,12020,460,1,0,9224,77544,Debt Consolidation,Rented,2,0.06603901915160193,0.555174512260605,0.39382853051727224,0.15500677026242826,Medium Risk
59,274026,40,14700,5577,436,0,1,0,167748,Education,Owned,0,0.0,0.6121586558988713,0.6437321869742763,0.0332460998277188,High Risk
55,31693,33,589,4334,330,2,0,111746,455019,Debt Consolidation,Owned,4,3.5257777497318106,14.356629014955512,0.22300750930775542,0.009524856050283505,Fraud Suspected
42,76991,20,1487,9533,789,1,1,3767,226309,Home,Mortgaged,1,0.0489271612635079,2.9393833125519535,0.2317643391521197,0.042123635720913793,Low Risk
56,47851,37,2439,19368,437,3,0,102753,373491,Auto,Rented,4,2.1473083674663545,7.8051283122962465,0.6116358772883056,0.051856532402300454,Fraud Suspected
59,93450,40,5172,5064,468,4,1,65188,278716,Auto,Owned,2,0.6975634289627719,2.9824827984719264,0.6641341451669859,0.01816896708848043,High Risk
66,30756,40,1822,4815,772,1,0,41512,121783,Debt Consolidation,Rented,1,1.349676496407322,3.95952140976038,0.7108625678707287,0.039537213427051174,High Risk
58,154145,36,6605,710,623,2,0,59380,284838,Home,Owned,3,0.3852192077640678,1.8478455490249504,0.5141878478844731,0.0024926361909710397,Low Risk
60,111468,40,3967,5831,352,3,1,47013,183770,Education,Owned,3,0.421758515820542,1.6486197956382491,0.42706043832814505,0.031729707081095494,High Risk
64,33155,40,1265,2254,646,0,0,0,29628,Home,Owned,2,0.0,0.8935939196525515,0.45783568584871515,0.07607411657497722,Low Risk
61,75994,40,4957,495,430,4,1,82240,228586,Personal,Owned,2,1.0821764589775642,3.0079084150273045,0.7827357062964668,0.00216547747684689,Fraud Suspected
71,59878,40,3940,98387,622,1,0,53154,382717,Education,Rented,4,0.8876901751866264,6.391506204178427,0.7895923445615324,0.2570743994272545,High Risk
47,55890,29,1870,4954,383,3,1,136761,64939,Home,Mortgaged,4,2.4469234760516003,1.1618865291370704,0.40149576854949814,0.07628580227902679,Fraud Suspected
39,116185,17,3219,25102,517,2,0,4474,365765,Home,Mortgaged,4,0.03850722117983234,3.1480987382300794,0.3324669065119722,0.06862857674032032,Medium Risk
20,167893,0,10761,16668,593,0,0,0,389196,Business,Owned,1,0.0,2.3181054713092784,0.7691281403742838,0.04282664049311788,Fraud Suspected
47,69448,29,4491,4611,477,2,0,95770,60933,Debt Consolidation,Owned,4,1.378997537761523,0.8773776440265518,0.7759938948005011,0.07567203859914005,Fraud Suspected
71,94843,40,2806,13852,587,1,2,30163,388657,Home,Rented,3,0.3180274977858378,4.097855425751761,0.3550250938383029,0.03564058889820871,Medium Risk
19,70358,1,4040,16124,684,2,0,10464,60316,Debt Consolidation,Owned,4,0.14872297787063488,0.8572606205318438,0.6890376497676204,0.26732098744964106,Low Risk
25,85862,7,3988,5620,599,4,0,11064,316624,Debt Consolidation,Owned,3,0.1288564340868593,3.687548769551495,0.557352992557912,0.017749703908409003,Medium Risk
63,68526,40,4053,13392,636,0,1,0,230921,Business,Owned,2,0.0,3.369781254104222,0.7097348490376056,0.05799360823135084,Low Risk
39,71890,19,2902,1858,785,2,2,23874,383473,Debt Consolidation,Owned,4,0.3320860747520552,5.334089107120501,0.4843999944360212,0.004845178551870531,Medium Risk
45,120336,27,5263,646,355,6,0,117654,260113,Business,Mortgaged,0,0.9777042804789882,2.1615380140771334,0.5248261133317267,0.0024835264537856477,Fraud Suspected
74,58431,40,3185,15631,400,1,1,10089,347517,Education,Mortgaged,2,0.17266223986856516,5.947374726177437,0.6540936473165389,0.04497896511835358,High Risk
25,64144,4,1808,33438,559,0,0,0,46410,Home,Owned,4,0.0,0.723517031724998,0.33823368929768494,0.720475749283575,Medium Risk
69,89827,40,5836,3303,504,4,0,15424,286275,Debt Consolidation,Mortgaged,1,0.17170592688248654,3.1869238990069912,0.7796232800463108,0.011537816652461261,Medium Risk
34,94313,16,5553,1182,322,1,1,24605,225953,Business,Rented,4,0.2608838560553046,2.3957524863752995,0.7065334944971055,0.005231153243580552,High Risk
73,56778,40,1909,3171,395,1,0,32497,364102,Debt Consolidation,Owned,0,0.5723418869652512,6.412617340918297,0.4034590253438771,0.00870907408068596,Fraud Suspected
18,47549,0,1052,141048,349,3,1,66351,309723,Home,Owned,0,1.3953943217665614,6.513627760252366,0.26548895899053626,0.45539900040035647,Fraud Suspected
35,65733,13,4288,9009,385,2,1,8796,341584,Debt Consolidation,Rented,3,0.1338120303039523,5.1964584537682175,0.7827912495816473,0.026374108933354803,High Risk
69,24718,40,1396,94418,611,4,1,20136,173698,Education,Owned,0,0.8145960597111533,7.026902382782475,0.677697317852664,0.5435725018566601,High Risk
39,32586,17,1815,4029,430,0,1,0,420329,Auto,Owned,0,0.0,12.898671249271182,0.6683646853039555,0.009585325815430734,High Risk
54,135450,32,4888,13068,593,1,0,52645,455309,Home,Owned,3,0.388664535514688,3.3614295944658954,0.43304220714501923,0.028701324372405614,Medium Risk
32,82444,14,3891,21379,498,0,0,0,218742,Education,Rented,3,0.0,2.653186973133604,0.5663411971617442,0.09773569897093849,Medium Risk
50,94429,29,2744,32268,656,1,0,39550,431848,Personal,Mortgaged,3,0.41882876204596,4.5732076670549615,0.348702742772424,0.07472056204830856,Medium Risk
20,132826,1,4321,261,643,5,1,90615,71778,Auto,Owned,0,0.6822031665248782,0.5403871200885362,0.3903724393383875,0.003636160994162638,High Risk
24,31605,4,845,88574,670,2,1,113184,410408,Personal,Owned,2,3.5810921976839842,12.985129405809024,0.32082515977978865,0.21581885387503685,High Risk
71,30806,40,1241,2903,318,2,1,4562,289856,Education,Mortgaged,1,0.14808322783782907,9.408770733924108,0.48339663063589444,0.010015283398365401,High Risk
60,52006,40,1223,14462,659,0,0,0,401009,Business,Rented,0,0.0,7.710673563174188,0.2821927817409195,0.03606393855514825,Low Risk
26,111386,5,7025,19144,446,4,0,239640,173442,Education,Mortgaged,1,2.1514180290339087,1.5571116916695844,0.756820813919039,0.11037631959779294,Fraud Suspected
64,46570,40,1882,4094,644,2,1,20390,278649,Personal,Rented,2,0.4378261149642481,5.9833157973846385,0.48493697794764984,0.014692266283868653,High Risk
58,72109,36,1979,15135,662,3,0,118116,182367,Education,Rented,4,1.637997503813618,2.5290112328387186,0.32933018998751906,0.08299153360238638,High Risk
20,52534,0,1930,42412,749,2,0,12978,232375,Education,Rented,1,0.24703530979347102,4.42324164842486,0.44084895783763206,0.18251454539195097,Low Risk
20,46258,1,2802,62975,749,0,1,0,425994,Home,Mortgaged,3,0.0,9.208889081043688,0.726863961607471,0.14783037359593423,Medium Risk
23,60460,2,3646,19354,483,3,1,138678,31052,Home,Owned,4,2.2936769156977226,0.5135872711334579,0.7236400324175915,0.6232570122049399,Fraud Suspected
37,50597,19,1152,22828,613,0,0,0,498986,Business,Rented,0,0.0,9.861773192616308,0.27321237993596587,0.0457486868395369,Low Risk
46,107822,26,5509,27755,500,2,1,63254,149550,Auto,Mortgaged,1,0.5866466338350815,1.3869953534960073,0.6131159400127988,0.18558886266223562,High Risk
27,77357,9,1560,865,532,1,0,24000,143589,Personal,Owned,2,0.3102458698518576,1.8561622585899324,0.24199177848444892,0.006024096385542169,Medium Risk
30,53574,9,1324,3780,597,2,0,61682,190024,Auto,Owned,2,1.1513205786280916,3.5468782081194585,0.29655622958469435,0.019892119457966057,Fraud Suspected
52,176018,34,9651,1977,698,2,0,15478,90742,Debt Consolidation,Owned,1,0.08793368897675818,0.5155238923070805,0.6579516983961958,0.02178680449180653,Low Risk
49,21623,28,1118,83422,654,0,1,0,492144,Education,Owned,0,0.0,22.759156492785795,0.6204217536071032,0.16950695425128773,Low Risk
48,209213,30,11530,99,817,4,1,114572,133253,Personal,Owned,3,0.5476306556922577,0.6369220033076181,0.6613324156127219,0.0007429420505200594,High Risk
48,59045,26,2444,12785,344,0,2,0,168301,Debt Consolidation,Rented,3,0.0,2.8503370253700506,0.4966974900924703,0.07596463500136659,High Risk
35,91090,13,1890,8031,551,3,0,178089,239820,Personal,Rented,1,1.9550669111108672,2.6327518635210945,0.2489817874433259,0.033487476075906616,High Risk
42,40784,20,825,15062,825,2,0,18682,411732,Personal,Owned,0,0.4580605614809366,10.095182052225082,0.24273630011033467,0.036581959668037296,Medium Risk
26,72043,7,4787,8805,679,4,0,78304,397654,Home,Rented,0,1.0868913441785575,5.51959913386264,0.797346066292821,0.022142309288202086,High Risk
21,46013,2,776,17412,656,2,1,93528,195988,Education,Mortgaged,3,2.032598774286087,4.2593123831877255,0.20237319076802712,0.0888417207088153,High Risk
30,23135,8,594,4632,775,1,0,19851,404709,Debt Consolidation,Mortgaged,4,0.8580134854771784,17.492608921161825,0.30809128630705396,0.011445232388623952,High Risk
52,123535,31,2483,551,409,4,2,8992,470018,Business,Mortgaged,2,0.07278849889910634,3.804704701463541,0.24119285066701204,0.0011722930349624165,High Risk
21,92231,3,5654,9787,630,1,0,34384,499762,Debt Consolidation,Owned,2,0.37279902853673347,5.418531529187267,0.7356232110330471,0.019583282475893575,Low Risk
39,89959,21,2894,26817,588,0,0,0,12093,Business,Mortgaged,2,0.0,0.13442641173855047,0.38603823921742997,2.2173805192657516,Medium Risk
56,53941,37,2499,457,601,4,1,57688,466043,Auto,Mortgaged,4,1.069444959400838,8.639705609728969,0.5559304438100182,0.0009805941069941893,High Risk
52,46872,34,807,81103,462,2,0,97346,102977,Education,Mortgaged,1,2.076803276939816,2.196936402619845,0.2066008149681053,0.7875759871040416,Fraud Suspected
72,65473,40,2835,869,662,0,2,0,174058,Auto,Owned,1,0.0,2.658429300180224,0.5195955646516174,0.004992559994025015,Medium Risk
34,59414,16,1622,1315,410,4,2,202796,238499,Auto,Mortgaged,0,3.4132121518135152,4.014121013212152,0.3275940419086089,0.0055136268343815515,Fraud Suspected
58,31213,38,1971,2018,618,3,0,159228,254420,Personal,Rented,0,5.101172550778497,8.150829755878773,0.757736912923688,0.007931735194814894,High Risk
66,65058,40,2679,1208,549,2,0,17032,481643,Personal,Mortgaged,4,0.2617931416099233,7.403172504957039,0.4941360918550854,0.0025080765046382805,Medium Risk
63,201226,40,6881,961,503,3,0,80679,428344,Auto,Owned,3,0.40093526216660785,2.128660666809126,0.4103425484651662,0.0022435186590248515,High Risk
24,45291,6,2616,7967,420,1,0,59780,229971,Home,Owned,2,1.3198798904883864,5.077519208690276,0.6931025346639583,0.03464334788582958,Fraud Suspected
50,70102,30,2064,13809,518,3,0,48183,252411,Business,Owned,0,0.6873172332139852,3.600573441935438,0.35330870290857735,0.054708175522558355,High Risk
23,40098,5,2175,2100,536,4,1,129456,10654,Auto,Mortgaged,1,3.228409686027083,0.2656924112820769,0.6508890496022345,0.1970905678085406,Fraud Suspected
63,29319,40,1912,14266,724,2,1,51956,96595,Personal,Owned,1,1.7720327421555253,3.2945088676671213,0.782537517053206,0.1476872748353969,High Risk
67,42004,40,2435,22357,688,3,0,40173,117248,Education,Rented,3,0.9563861445066063,2.7912867515771933,0.6956314724437567,0.19067966464532746,High Risk
33,151949,15,6227,10927,769,1,1,41000,405107,Home,Rented,3,0.26982560052648896,2.666054623231326,0.4917670286278381,0.026973054099153806,Low Risk
55,31377,37,1687,76796,449,1,0,50375,406669,Business,Rented,3,1.6054241825482822,12.96032251896233,0.6451654025113137,0.18884107507315515,Fraud Suspected
34,112332,15,6503,1658,604,2,2,22438,418784,Business,Owned,4,0.1997453998379817,3.7280585402330573,0.6946845539601008,0.0039590720775576965,Medium Risk
60,50782,38,1354,3175,629,3,0,8847,425274,Personal,Owned,1,0.1742118425457338,8.3743378689719,0.3199495894295335,0.007465757451061078,Low Risk
61,74018,39,1673,6161,409,4,1,233432,181574,Personal,Rented,4,3.153676758670071,2.4530728596711655,0.2712276577635472,0.033930882555417874,Fraud Suspected
33,76980,13,4435,21072,744,2,0,16362,492696,Business,Rented,0,0.2125459528974682,6.400228627843234,0.691339421415674,0.042768679330298334,Low Risk
38,80006,17,2293,9722,414,1,1,37283,289186,Home,Owned,0,0.4659967252865374,3.6145087304860826,0.3439199070081368,0.03361838533544039,High Risk
70,46771,40,3000,1488,347,3,0,78051,145299,Education,Rented,1,1.6687548105704268,3.10653809971778,0.7696912682801677,0.010240880935994495,Fraud Suspected
42,75025,20,4826,520,381,3,0,101622,355430,Auto,Mortgaged,4,1.3544904433129847,4.737424359555354,0.7718924106309812,0.0014630125115704595,Fraud Suspected
30,61339,9,1292,3107,536,1,0,3321,36796,Home,Owned,1,0.05414085425497229,0.5998695793935441,0.2527551353113792,0.08443623121450118,Medium Risk
65,83761,40,3427,5762,603,2,0,100388,489176,Debt Consolidation,Rented,1,1.1984909624889568,5.840070676440391,0.49096248895680616,0.01177896753117992,High Risk
37,109338,15,6913,28384,462,1,2,5652,413940,Home,Mortgaged,1,0.0516924427697345,3.7858403680297057,0.7587045793358271,0.06857015854916522,High Risk
62,133146,40,4640,18016,343,1,0,34004,90896,Auto,Owned,4,0.25538690319721813,0.682674036966661,0.4181844127167717,0.19820236091400156,Medium Risk
26,296658,8,6978,982,715,2,1,44786,399238,Debt Consolidation,Mortgaged,3,0.1509679463626588,1.3457808460218634,0.2822634742246148,0.002459679540325469,Medium Risk
33,96961,15,4842,9050,635,2,1,17400,108066,Personal,Rented,4,0.17945174398217859,1.114519089952765,0.5992450650770405,0.0837443437867249,Low Risk
34,78283,13,3751,14721,634,1,1,56345,174612,Business,Owned,2,0.7197511624342139,2.2304940984109143,0.5749833937969444,0.08430643766500776,High Risk
56,51484,38,1401,14987,824,3,0,140790,465174,Debt Consolidation,Owned,3,2.7345828882198697,9.035136447508982,0.326541711178013,0.032217982479711936,High Risk
69,23412,40,925,3714,440,1,0,20595,252229,Personal,Owned,3,0.8796395165079229,10.773032076196985,0.47409558792124035,0.01472465606787456,Fraud Suspected
29,82272,11,2075,8935,840,3,0,44127,473147,Business,Owned,0,0.5363484982922708,5.750938947163711,0.3026509304389046,0.018884154640831197,Medium Risk
49,211129,29,4792,3610,304,2,1,78784,48560,Home,Mortgaged,2,0.37315398095959834,0.23000047364183204,0.2723629991000805,0.07433949053767426,High Risk
58,36617,36,1244,490,399,1,1,11745,186257,Home,Mortgaged,3,0.3207438964443716,5.086487519799006,0.40766835982303784,0.0026307594841563854,High Risk
21,61737,3,2493,7045,363,0,3,0,167012,Auto,Owned,4,0.0,2.705173475007289,0.48456380187242865,0.0421823450869094,High Risk
31,43731,13,1531,20233,597,4,1,239860,150410,Business,Rented,0,5.484770877160889,3.43935790725327,0.4201042714716912,0.13451808710799076,Fraud Suspected
33,87068,13,5560,20615,538,0,0,0,71605,Auto,Rented,4,0.0,0.822393733705452,0.7662888054301761,0.2878948691450437,Medium Risk
65,52093,40,1978,67786,819,2,1,32528,483560,Personal,Owned,3,0.6244097208891619,9.282450954044611,0.4556378853610781,0.14018086652976564,Medium Risk
50,86295,30,3144,2256,372,3,3,31803,271045,Auto,Rented,3,0.36853388337814036,3.1408755909891535,0.43719291740057475,0.008323310434391211,Fraud Suspected
31,134916,10,2293,2083,827,0,1,0,289769,Home,Rented,2,0.0,2.147757510172921,0.20394761223567082,0.007188459812955102,Medium Risk
59,23110,40,1223,72525,365,2,0,73190,493556,Debt Consolidation,Owned,3,3.166890225433776,21.35589113409199,0.6350222837609796,0.14694351412298884,Fraud Suspected
45,105526,25,6977,374361,556,4,0,166432,85201,Personal,Owned,1,1.5771508713409839,0.8073857875235722,0.7933893695452349,4.393805309734513,High Risk
72,70785,40,1422,17422,489,3,0,123399,6771,Auto,Rented,2,1.7432684429124403,0.09565450795355014,0.24106461729720566,2.5726520968694624,Fraud Suspected
24,245784,4,13984,1376,761,1,0,27209,90271,Debt Consolidation,Owned,0,0.11070244319222085,0.3672762780478874,0.6827430477856663,0.015242821694434599,Low Risk
20,34686,0,737,31485,598,3,0,75636,468944,Auto,Owned,4,2.18052872834203,13.519301179116095,0.2549658373454032,0.0671400697309919,Fraud Suspected
46,50337,25,2311,108469,584,2,0,9748,273649,Personal,Owned,0,0.19365091978227184,5.436231077913306,0.5509158091302793,0.39637858578476154,Medium Risk
26,147262,4,6351,42127,424,3,0,70557,396052,Education,Mortgaged,3,0.4791223864786131,2.6894196098137346,0.5175230709682677,0.10636707713361596,High Risk
69,79203,40,4459,17752,828,1,0,4031,428768,Education,Rented,0,0.05089389424776526,5.41346396646634,0.6755719408110702,0.04140224689751358,Low Risk
61,115436,40,2907,1186,767,3,1,123993,66929,Debt Consolidation,Owned,4,1.074118350268978,0.579788109531606,0.30219080537436005,0.017720005976393248,High Risk
66,49729,40,999,1007,779,1,0,50011,478540,Education,Rented,2,1.0056505127689523,9.62276291976674,0.24106173336014478,0.002104312901088935,High Risk
32,50961,10,2364,8832,329,4,0,183264,64638,Debt Consolidation,Rented,3,3.596091205211726,1.2683568148816766,0.5566500529806523,0.13663577716239422,Fraud Suspected
63,89227,40,2829,15369,849,1,0,19198,488360,Education,Rented,1,0.21515667727619134,5.473169856995562,0.3804635316268436,0.03147057197442056,Low Risk
24,71062,3,2594,4690,368,1,0,6298,277063,Auto,Rented,1,0.08862558574785753,3.898836243896261,0.4380338572815671,0.016927496896024023,High Risk
35,47636,15,1349,57200,745,3,1,75744,482542,Education,Mortgaged,0,1.5900245607406007,10.12956315469068,0.33981988790226086,0.11853865873093175,High Risk
